nombre,precioEspecial,codigo_principal,vendible,stock,id_producto
Cooler Fan Cooler Master MF120 S2,2020.0,P/N: MFW-B2DN-12NFA-S2,1,20,13728
Cooler CPU Deepcool UD551 ARGB,4000.0,EAN: 6933412727361,1,20,13726
Cooler CPU Deepcool ICE EDGE Mini FS V2,2750.0,SKU: ICE EDGE MINI FS V2.0,1,20,13725
Cooler CPU Deepcool GAMMAXX L240 ARGB White,19490.0,SKU: GAMMAXX L240 A-RGB WH,1,20,13723
Cooler CPU Deepcool GAMMAXX L240 ARGB,19510.0,SKU: GAMMAXX L240 A-RGB,1,20,13721
Cooler CPU Deepcool GAMMAXX L360 ARGB,22840.0,SKU: GAMMAXX L360 A-RGB,1,20,13720
Cooler CPU Deepcool LS520 240 ARGB,24900.0,EAN: 6933412727484,1,10,13719
Cooler CPU Deepcool Castle 360EX ARGB,27350.0,SKU: CASTLE 360EX A-RGB,1,10,13717
Cooler CPU Cooler Master Hyper H410R RGB*,7560.0,OTROS: 1371613716,1,20,13716
Disco Solido SSD M.2 WD 500GB WD_Black SN770 5000MB/s NVMe PCI-E x4 Gen 4,18290.0,P/N: WDS500G3X0E,1,20,13710
Cooler CPU ID-Cooling SE-214-XT ARGB White,5100.0,EAN: 6931393304052,1,20,13708
Cooler CPU ID-Cooling SE-226-XT ARGB SNOW,12400.0,EAN: 6931393304069,1,20,13707
Cooler CPU ID-Cooling FROSTFLOW 240 XT Watercooling SNOW,15900.0,EAN: 6931393303468,1,20,13706
Disco Solido Externo Seagate One Touch 1TB USB-C 1000MB/s,25700.0,P/N: STKG1000400,1,1,13702
Disco Rigido Externo Seagate Expansion 1TB USB 3.0,9099.0,P/N: STKM1000400,1,20,13700
Disco Rigido Externo Seagate Expansion 4TB USB 3.0,19199.0,P/N: STKM4000400,1,10,13699
Disco Rigido Externo Seagate Expansion 2TB USB 3.0,11999.0,P/N: STKM2000400,1,20,13698
Mouse Logitech G PRO Wireless Lightspeed,17520.0,SKU: 910-005271,1,20,13696
Monitor LG LED 24'' 24MP400-B HDMI5,52100.0,SKU: 24MP400-B,1,20,13695
Gabinete Corsair 7000X ICUE Vidrio Templado White RGB Full Tower,89050.0,UPC: 840006639459,1,1,13681
Gabinete Corsair 7000X ICUE Vidrio Templado Black RGB Full Tower,89050.0,P/N: CC-9011226-WW,1,16,13680
Mouse Pad Corsair Ultra Thin Hard MM150,3130.0,SKU: CH-9421591-WW,1,7,13668
Memoria Corsair DDR4 16GB 2400MHz Value,18100.0,UPC: 843591024242,1,1,13663
Memoria Crucial DDR4 16GB 2666MHz SODIMM Notebook,13450.0,SKU: CB16GS2666,1,20,13660
Memoria Crucial DDR4 16GB 2666MHz Value,15450.0,SKU: CB16GU2666,1,15,13659
Cooler CPU EVGA CLC 360mm AIO RGB Watercooling,29270.0,UPC: 843368062712,1,20,13658
Cooler CPU EVGA CLC 240mm AIO RGB Watercooling*,24900.0,UPC: 843368048716,1,20,13656
"Monitor Gamer ASUS ROG STRIX 49"" HDR XG49VQ Ultrawide 144Hz",345860.0,SKU: XG49VQ.,1,1,13654
Silla Gamer Riotoro Spitfire M2 Mesh Black,58550.0,UPC: 810085031772,1,20,13647
Gabinete Lian Li Lancool 2 Mesh Add USB-C Black ARGB,34090.0,UPC: 840353041479,1,20,13644
Gabinete Lian Li Lancool 2 Mesh Add USB-C White ARGB,35790.0,UPC: 840353041486,1,20,13642
Memoria KingDian DDR4 32GB 2666MHz SODIMM Notebook,18310.0,P/N: 32GBUDIMMDDR42666,1,20,13641
Memoria KingDian DDR4 16GB 2666MHz,13400.0,P/N: 16GBUDIMMDDR42666,1,20,13639
Disco Solido SSD KingDian 1TB S280 560MB/s,14910.0,P/N: S280-1TB,1,18,13635
Disco Solido SSD KingDian 256GB S370 560MB/s,4850.0,P/N: S370-256GB,1,20,13633
"Notebook Gamer ASUS TUF FX506 15.6"" Core i5 10300H 8GB 512GB SSD NVMe GTX 1650 Freedos 144Hz",250000.0,SKU: FX506LH-HN002,1,7,13632
Placa de Video GALAX GeForce RTX 3070 8GB GDDR6 LHR (1-Click OC),151000.0,SKU: G-A46SB-37NSL6MD2KCH-GALG,1,20,13626
Placa de Video GALAX GeForce RTX 3080 10GB GDDR6X SG LHR (1-Click OC),210000.0,SKU: G-A26SB-38NWM3MD99RG-GALG,1,20,13624
"Notebook Lenovo V14 14"" Ryzen 3 3250U 8GB 256GB SSD NVMe Freedos",130210.0,SKU: 82C600LYAR,1,12,13620
"Notebook Acer Aspire 5 15.6"" FHD Ryzen 7 5700U 4GB 1TB HDD Freedos",174200.0,SKU: NX.A7YAL.00E,1,10,13619
"Notebook Acer Aspire 3 15.6"" FHD Ryzen 5 3500U 8GB 1TB HDD RADEON 8 W11 Home",161950.0,SKU: NX.HVUAL.00U,1,11,13618
"Notebook Lenovo V14-ITL 14"" Core I5 1135G7 8GB 256GB SSD NVMe Freedos",192500.0,SKU: 82KA010GAR,1,20,13616
"Notebook Lenovo V14-ITL 14"" Core I3 1115G4 8GB 256GB SSD NVMe Freedos",151000.0,SKU: 82KA010HAR,1,20,13615
Disco Sólido SSD M.2 ADATA XPG SX6000 Pro 256GB 2100MB/s NVMe PCI-E x4,6620.0,SKU: ASX6000PNP-256GT-C,1,20,13612
Procesador AMD Ryzen 5 4500 + Wraith Stealth Cooler AM4,30450.0,SKU: 100-100000644BOX,1,20,13604
Procesador AMD Ryzen 5 4600G 3.7GHz + Wraith Stealth Cooler AM4,29900.0,SKU: 100-100000147BOX,1,20,13603
Gabinete Lian Li Odyssey X Silver,164760.0,P/N: G99.TR01A.00,1,2,13598
Gabinete Lian Li Odyssey X Black,164770.0,P/N: G99.TR01X.00,1,3,13597
"Monitor Samsung 24"" T350 75Hz IPS FHD FreeSync",50000.0,SKU: LF24T350FHLCZB,1,20,13595
Cooler CPU Cooler Master Hyper T200*,4600.0,P/N: RR-T200-22PK-R1,1,20,13593
Mother ASUS TUF Z690-PLUS WIFI Intel 12th Gen S1700,82350.0,SKU: TUF GAMING Z690-PLUS WIFI,1,19,13591
Mother ASUS TUF A520M-PLUS WIFI AM4,25000.0,SKU: TUF GAMING A520M-PLUS WIFI,1,20,13590
Monitor LG 22'' 22MP410-B HDMI,50180.0,SKU: 22MP410-B,1,20,13589
Mother Asus Prime H610I-PLUS D4-CSM,28450.0,SKU: H610I-PLUS D4-CSM,1,1,13583
Mother ASUS PRIME B660 PLUS D4,35200.0,SKU: PRIME B660-PLUS D4,1,20,13582
Mother ASUS PRIME B660M-C D4,32850.0,SKU: PRO B660M-C,1,3,13581
"Notebook ASUS X515EA 15.6"" FHD Core I3 1115G4 4GB 256GB SSD NVMMe Freedos",102500.0,SKU: X515EA-EJ1342,1,20,13580
"Monitor Samsung 27"" T350H FHD IPS 75Hz",60200.0,SKU: LF27T350FHLCZB,1,20,13577
Cooler CPU Cooler Master ML240L V2 ARGB White Edition Water Cooling*,22650.0,UPC: 884102082689,1,7,13576
Mother ASUS PRIME H610M-K DDR4,21150.0,SKU: PRIME H610M-K D4,1,20,13564
Disco Sólido SSD WD 240GB GREEN 545MB/s*,5700.0,P/N: WDS240G3G0A,1,20,13561
"Notebook Gamer Asus TUF FX516 15.6"" FHD Core I5 11300H 16GB 512GB SSD NVMe RTX 3050 Freedos 144hz",315000.0,SKU: FX516PC-HN023,1,20,13558
"Monitor Gamer Viewsonic 32"" XG320Q 2K 175Hz 0.5ms G-Sync",329250.0,SKU: -XG320Q-,1,1,13548
"Notebook XPG Xenia 15.6"" Core I7 1165G7 16GB (2x8GB) 4266Mhz 1TB SSD NVMe W10H Silver",255000.0,SKU: XENIAXE,1,14,13547
"Monitor Gamer LG 32"" IPS QHD 32GP850-B 165Hz",262630.0,SKU: 32GP850-B,1,19,13545
"Notebook Gamer ASUS TUF F15 15.6"" Core I5 11400H 16GB (2x8GB) 512GB SSD NVMe RTX 3050 144Hz W10",320000.0,SKU: FX506HCB-HN161T,1,20,13540
Teclado Mecanico HP HyperX Origins 65 HX Aqua US,16500.0,SKU: 56R64AA,1,20,13538
Teclado Mecanico HP HyperX Alloy MKW100 RED US,12410.0,SKU: 4P5E1AA,1,20,13537
Auriculares HP HyperX Cloud II White Pink,20170.0,SKU: 4P5E0AA,1,20,13536
Gabinete Game Pro c/Fuente 600w + Teclado Mouse y Parlantes de Regalo,15410.0,OTROS: 1353013530,1,20,13530
Fuente Game Pro 550W 80 Plus Bronze,8299.0,EAN: 7798333606121,1,20,13528
Mother ASUS ROG STRIX B660-A GAMING WIFI D4*,59800.0,P/N: 90MB18S0-M0EAY0,1,14,13523
Fuente Gigabyte 650W 80 Plus Bronze P650B,16560.0,SKU: GP-P650B,1,20,13522
Memoria Patriot Viper DDR4 8GB 3200MHz Steel SODIMM Notebook,6150.0,P/N: PVS48G320C8S,1,20,13520
Memoria Patriot Viper DDR4 16GB 3200MHz Steel SODIMM Notebook,12250.0,P/N: PVS416G320C8S,1,20,13519
Memoria Patriot Viper DDR4 32GB 3200MHz Steel SODIMM Notebook,23500.0,P/N: PVS432G320C8S,1,19,13518
Mother ASUS PRIME A520M-A II/CSM AM4,19350.0,SKU: 90MB17H0-MVAAYC,1,20,13517
Memoria Team DDR4 16GB (2x8GB) 3200MHz T-Force Delta RGB Black,19850.0,SKU: TF3D416G3200HC16FDC01,1,20,13514
Memoria Team DDR4 16GB (2x8GB) 3200MHz T-Force Delta RGB White,21200.0,P/N: TF4D416G3200HC16FDC0,1,20,13513
Mother ASUS TUF Z590-PLUS WIFI S1200,48200.0,SKU: 90MB16C0-M0EAY0,1,15,13512
"Mouse Pad Glorious Element ICE 17"" x 15""",7110.0,SKU: GLO-MP-ELEM-ICE,1,14,13506
Mother ASUS ROG MAXIMUS XIII HERO DDR4 S1200,94300.0,SKU: ROG MAXIMUS XIII HERO.,1,7,13504
Mother ASUS PRIME Z690M-PLUS DDR4,52650.0,SKU: PRIME Z690M-PLUS D4,1,15,13503
Mother ASUS TUF GAMING B660M-PLUS WIFI D4,44400.0,SKU: TUF GAMING B660M-PLUS WIFI D4,1,20,13502
Mother Asus ROG STRIX Z690-G Gaming WIFI DDR5,93100.0,SKU: ROG STRIX Z690-G GAMING WIFI,1,2,13500
Mother Asus ROG STRIX B550-F Gaming WIFI II,70450.0,SKU: ROG STRIX B550-F GAMING WIFI II,1,11,13499
Mother ASUS PRIME H610M-A/CSM D4 S1700,23150.0,SKU: PRIME H610M-A D4-CSM,1,20,13498
Memoria Team DDR4 4GB 2400MHz Elite Plus Black,4600.0,SKU: TPD44G2400HC1601,1,20,13494
Memoria Team DDR4 16GB 2666MHz T-Force Vulcan Z Red,18850.0,P/N: TLZRD416G2666HC18H01,1,20,13493
Memoria Team DDR4 16GB 3200MHz T-Force Zeus,16900.0,P/N: TTZD416G3200HC2001,1,20,13491
"Notebook Lenovo IdeaPad 3 15.6"" Core I3 10110U 4GB+4GB 256GB SSD NVMe W10 Home",179510.0,SKU: 81WB00TMAR,1,12,13488
"Monitor Samsung Curvo 32"" T550 75Hz",85600.0,SKU: LC32T550FDLXZB,1,18,13486
"Monitor Gamer Samsung QHD 27"" G5 Odyssey Curvo 165Hz",106800.0,SKU: LS27AG550ELXZB,1,20,13485
Placa de Video GALAX GeForce RTX 3080 Ti 12GB GDDR6X SG 1-Click OC,257000.0,SKU: 38IOM5MD99DD,1,20,13477
Memoria Kingston DDR4 8GB 3600MHz Fury Beast RGB,11900.0,SKU: KF436C17BBA/8,1,20,13456
Memoria Kingston DDR4 8GB 3200MHz Fury Beast RGB,11050.0,SKU: KF432C16BBA/8,1,20,13453
Fuente Thermaltake 500W OEM,4390.0,OTROS: 1345013450,1,20,13450
Mother ASUS PRIME B660M-A WIFI DDR4,34500.0,SKU: PRIME B660M-A WIFI D4,1,20,13436
"Monitor Samsung FLAT 27"" 4K S70A Series",112050.0,SKU: LS27A700NWLX,1,20,13433
"Notebook Lenovo V15 15.6"" Core I3 10110U 8GB 1TB HDD Freedos",129700.0,SKU: 82NB002FAR,1,15,13430
"Notebook Lenovo ThinkPad L14 Gen2 14"" Core I7 1165G7 8GB 512GB SSD NVMe W10 PRO",263500.0,SKU: 20X2S89800,1,3,13429
"Notebook Lenovo ThinkPad L14 Gen2 14"" Core I5 1135G7 8GB 512GB SSD NVMe W10 PRO",236940.0,SKU: 20X2S89500,1,5,13428
"Notebook Gamer Gigabyte Aero15 XD 15.6"" Oled Core I7 11800H 16GB (2x8GB) 1TB SSD NVMe RTX 3070 W11 Pro",548000.0,SKU: AERO 15 OLED XD-73LA624SR,1,1,13426
"Monitor Gamer Gigabyte 27"" Edge G27QC-SA Curvo 165Hz 1ms",123550.0,SKU: G27QC A-SA,1,20,13425
"Monitor Gamer Gigabyte 27"" Edge IPS G27F-SA 144Hz 1ms",92450.0,SKU: -G27F-SA-,1,20,13424
Fuente Linkworld 650W 80 Plus Bronze,13299.0,OTROS: 1342013420,1,20,13420
Fuente Linkworld 550W 80 Plus Bronze,9160.0,OTROS: 1341913419,1,20,13419
Mother GIGABYTE B660M DS3H AX DDR4 S1700,43200.0,P/N: B660M DS3H AX DDR4,1,4,13407
Mother GIGABYTE B660M AORUS PRO DDR4 S1700,58850.0,SKU: B660M AORUS PRO DDR4 REV1.0,1,14,13406
Mother GIGABYTE B660M A PRO AX DDR4 S1700,56850.0,P/N: B660M A PRO AX DDR4,1,20,13405
Mother GIGABYTE B660 GAMING X DDR4 S1700,64850.0,P/N: B660 GAMING X DDR4 1.0,1,3,13404
Mother MSI MEG Z590 UNIFY s1200 DDR4,74700.0,P/N: Z590 UNIFY,1,1,13402
Mother MSI PRO B660M-A DDR4 s1700,37900.0,P/N: PRO B660M-A DDR4,1,1,13396
Procesador AMD Ryzen 7 5800X3D 4.5GHz Turbo AM4,99260.0,SKU: 100-100000651WOF,1,4,13388
Cooler CPU Cooler Master Hyper 212 White LED*,7400.0,P/N: RR-212L-16PW-R1,1,20,13387
Memoria Adata DDR4 16GB (2x8gb) 3200MHz XPG Spectrix D41 RGB Grey,22500.0,SKU: AX4U320016G16A-DT41,1,5,13384
Memoria Adata DDR4 8GB 3600MHz XPG Spectrix D41 RGB Red,10750.0,P/N: AX4U36008G18I-SR41,1,20,13380
Memoria Adata DDR4 8GB 3200MHz XPG Spectrix D41 RGB,9700.0,SKU: AX4U32008G16A-ST41,1,20,13377
Cooler Fan ID-Cooling ZF-12025 ARGB SNOW EDITION,2900.0,EAN: 6931393303611,1,20,13375
Procesador Intel Pentium Gold G7400 12th Gen S1700,20350.0,SKU: BX80715G7400,1,20,13370
Procesador Intel Core i3 12100F 12th Gen S1700 Sin Video,28050.0,SKU: BX8071512100F,1,20,13369
Procesador Intel Core i3 12100 12th Gen S1700,34650.0,SKU: BX8071512100,1,20,13368
Cooler CPU ID-Cooling FROSTFLOW 240 XT Watercooling,15150.0,SKU: FROSTFLOW 240 XT,1,15,13365
Procesador AMD Ryzen 5 5500 4.2GHz Turbo + Wraith Stealth Cooler,33250.0,SKU: 100-100000457BOX,1,20,13359
Procesador AMD Ryzen 3 4100 Sin cooler OEM,18400.0,SKU: 100-100000510MPK,1,20,13356
Procesador AMD Ryzen 7 5700X 4.6GHz Turbo AM4 - No incluye Cooler,61500.0,SKU: P100-100000926WOF,1,20,13355
Procesador AMD Ryzen 5 5600 4.4GHz Turbo + Wraith Stealth Cooler,37400.0,SKU: 100-100000927BOX,1,20,13353
"Notebook Lenovo ThinkPad E14 14"" Ryzen 5 5500U 8GB 256GB SSD NVMe Freedos",190000.0,SKU: 20YDS06K00,1,13,13352
Gabinete Golden Field C/Fuente 600w + Teclado Mouse y Parlantes de Regalo,14990.0,OTROS: 1335013350,1,20,13350
Fuente XFX 1600W 80 Plus Gold Full Modular PS1600PG,60880.0,UPC: 687408575400,1,20,13349
Memoria Adata DDR5 8GB 4800Mhz,11950.0,SKU: AD5U48008G-S,1,20,13347
Memoria Patriot Viper DDR4 8GB 3600MHz Steel RGB,10750.0,P/N: PVSR48G360C0,1,20,13340
Disco solido SSD M.2 Patriot 240GB P310 1700MB/s Pcie Gen3 x4,5390.0,SKU: P310P240GM28,1,1,13336
Memoria Patriot Viper DDR4 8GB (2x4GB) 3200MHz Blackout,9950.0,SKU: PVB48G320C6K,1,20,13332
Disco Sólido SSD PNY 250GB CS900 Sata 3 2.5,4759.0,UPC: 751492629940,1,20,13331
Cooler Fan ID-Cooling DF-12025 ARGB SNOW EDITION,2450.0,SKU: DF-12025 ARGB SNOW EDITION,1,20,13329
Fuente Corsair 750W 80 Plus Bronze CV750 No incluye cable de poder,19670.0,P/N: CV750 750W 80 PLUS BRONZE,1,20,13326
Cooler CPU Cooler Master Hyper T20*,3199.0,UPC: 884102047916,1,20,13323
Cooler Fan ID-Cooling WF-12025-SD-K,1150.0,SKU: WF-12025-SD-K,1,20,13321
Cooler FAN ID-Cooling DF-12025-ARGB-XT,2450.0,EAN: 6931393302614,1,20,13318
Cooler FAN ID-Cooling TF-12025-ARGB SNOW,2020.0,EAN: 6931393303208,1,20,13316
"Notebook Gamer MSI Katana GF76 17.3"" FHD Core I5 12500H 8GB 512GB SSD NVMe RTX 3050 144Hz W11 Home",309050.0,SKU: BB51250H8GXXDX11S,1,16,13306
Cooler CPU ID-Cooling SE-214-XT ARGB,5050.0,P/N: SE-214-XT ARGB,1,20,13296
Cooler CPU ID-Cooling SE-224-XT ARGB V3,8520.0,EAN: 6931393303956,1,20,13295
Mother Gigabyte B560M DS3H V2,16400.0,UPC: 889523028957,1,20,13292
Procesador AMD Ryzen 3 3200G 4.0GHz Turbo + Radeon Vega 8 AM4 OEM sin Cooler,25900.0,SKU: YD3200C5M4MFH,1,20,13290
Teclado Mecanico HP HyperX Origins 60 HX Switch Aqua,15630.0,SKU: 56R61AA,1,20,13288
Teclado Mecanico HP HyperX Alloy Origins 65 Switch Red,16500.0,SKU: 4P5D6AA,1,20,13287
Mouse HP HyperX Pulsefire Haste Black-Red,7480.0,SKU: 4P5E3AA,1,20,13286
Procesador Intel Celeron G6900 S1700 12th Gen,14250.0,SKU: BX80715G6900,1,20,13284
Procesador Intel Core i7 12700 S1700 12th Gen,92500.0,SKU: BX8071512700,1,20,13281
Memoria Kingston DDR4 8GB 3200MHz Fury Beast CL16,10600.0,SKU: KF432C16BB/8,1,20,13280
Disco Solido SSD M.2 WD 1TB Green SN350 3200MB/s NVMe PCI-E Gen3 x4,19690.0,SKU: WDS100T3G0C-00AZL0,1,20,13274
Disco Solido SSD M.2 WD 1TB Blue SN570 3500MB/s NVMe PCI-E Gen3 x4,21730.0,SKU: WDS100T3B0C,1,20,13272
Disco Solido SSD M.2 Team 1TB MP34 3400MB/s NVMe  PCI-E x4,18950.0,SKU: TM8FP4001T0C101,1,20,13270
Disco Solido SSD Externo USB Type-C Team 4TB M200 2000MB/s,98560.0,SKU: T8FED9004T0C102,1,1,13265
Mouse Redragon Griffin M607W RGB White,2850.0,SKU: WHITE M607W,1,20,13260
Mother ASUS TUF GAMING Z690-PLUS WIFI D4,79650.0,SKU: TUF GAMING Z690-PLUS WIFI D4,1,20,13257
Mother ASUS PRIME Z690-P D4,64800.0,SKU: PRIME Z690-P D4,1,20,13255
Mother ASUS PRIME Z690-P WIFI D4,67400.0,SKU: PRIME Z690-P WIFI D4,1,20,13254
Mother ASUS ROG CROSSHAIR VIII HERO (WI-FI),106700.0,SKU: ROG CROSSHAIR VIII HERO(WI-FI),1,6,13249
Mother ASUS ROG STRIX X570-E WIFI II,94150.0,SKU: ROG STRIX X570-E GAMING WIFI II,1,20,13248
Mouse Pad Redragon Flick XL P032* 900x400mm,3800.0,SKU: RD-P032,1,20,13245
Auriculares ASUS ROG STRIX GO CORE Moonlight White,20820.0,SKU: ROG STRIX GO CORE ML,1,20,13244
Teclado Mecanico Redragon K599 DEIMOS Switch RED ESP,9400.0,SKU: K599-KRS,1,20,13243
Auriculares Cooler Master MH670 Wireless 7.1 Virtual,20610.0,SKU: -MH670-,1,2,13240
Combo Redragon Teclado Kumara K552 RGB + Mouse Griffin M607 White,8950.0,SKU: K552-RGB-BA-W-SP,1,20,13239
Gabinete Cooler Master Masterbox NR200P Pink Mini ITX,32000.0,P/N: MCB-NR200P-QCNN-S00,1,1,13234
Auriculares Redragon H260 Hylas RGB Pink,3930.0,SKU: H260P-RGB,1,20,13232
Auriculares Redragon H260 Hylas RGB White,4040.0,SKU: H260W-RGB,1,20,13230
Fuente Cooler Master 1250W 80 Plus Gold MWE V2 Full Modular,51360.0,P/N: MPE-C501-AFC,1,9,13225
Fuente Cooler Master 1050W 80 Plus Gold MWE V2 Full Modular,43990.0,SKU: MPE-A501-AFCAG,1,4,13224
"Notebook ASUS ZENBOOK FLIP TOUCH OLED 4K 13.3"" Core I5 1135G7 8GB 1TB SSD NVMe W10",317020.0,SKU: UX371EA-HL503T,1,9,13223
Fuente XPG 750W CORE REACTOR 80 Plus Gold Modular,20860.0,SKU: COREREACTOR750G-BKCAR,1,20,13220
Mouse MSI Clutch GM41 Lightweight,8990.0,UPC: 824142225479,1,20,13218
Auriculares Genius GX Gaming HS-G710V,6270.0,SKU: HS-G710V,1,20,13214
Auriculares Genius GX Gaming HS-G560,4160.0,SKU: -HS-560-,1,7,13213
Mother ASUS ROG MAXIMUS Z690 FORMULA,199250.0,SKU: ROG MAXIMUS Z690 FORMULA,1,2,13211
Mother ASUS TUF GAMING B550-PLUS WIFI II AM4,46000.0,SKU: TUF GAMING B550-PLUS WIFI II,1,20,13209
Mother ASUS ROG MAXIMUS XIII EXTREME GLACIAL,298750.0,SKU: ROG MAXIMUS XIII EXTREME GLACIAL,1,1,13207
Mother ASUS ROG MAXIMUS Z690 EXTREME GLACIAL,397600.0,SKU: ROG MAXIMUS Z690 EXTREME GLACIAL,1,1,13202
Mother ASUS TUF X570-PRO GAMING WiFi II,70250.0,SKU: TUF GAMING X570-PRO WIFI II,1,20,13199
Mouse ASUS ROG Strix Gladius III RGB 26.000DPI,17660.0,SKU: P514 ROG GLADIUS III,1,2,13191
Mouse ASUS P506 ROG Strix Impact II,9840.0,SKU: P506 ROG STRIX IMPACT II,1,14,13186
Mouse ASUS ROG Strix Carry Bluetooth Wireless Black,11400.0,SKU: P508 ROG STRIX CARRY,1,1,13185
Mouse ASUS TUF Gaming M4 Bluetooth Wireless,11400.0,SKU: P306 TUF GAMING M4 WL,1,3,13184
"Notebook Gamer Acer NITRO 5 15.6"" Core I5 10300H 8GB 1TB HDD GTX1650 W11 Home",246170.0,SKU: AN515-55-58QD,1,7,13181
Disco Solido SSD M.2 GeiL 1TB Zenith P3L 2000MB/s NVMe,20250.0,P/N: GZ80P3L-1TBP,1,1,13177
Disco Solido SSD GeiL 512GB Zenith Z3 520MB/s,9170.0,P/N: GZ25Z3-512GP,1,20,13173
Disco Solido SSD GeiL 256GB Zenith Z3 520MB/s,5490.0,P/N: GZ25Z3-256GP,1,20,13172
Disco Solido SSD GeiL 128GB Zenith Z3 520MB/s,3580.0,P/N: GZ25Z3-128GP,1,4,13171
Mouse HP HyperX Pulsefire FPS PRO Gunmetal,7810.0,SKU: 4P4F7AA,1,16,13165
Mother Gigabyte B660M DS3H DDR4 12va Gen S1700,34650.0,SKU: B660M DS3H DDR4 REV1.0,1,20,13163
"Monitor LG 29"" UltraWide Full HD IPS",87500.0,P/N: 29WP500-BJ.AWNEDDN,1,9,13162
Mother Biostar H610MH 12va Gen S1700,23000.0,P/N: H610MHL..,1,20,13160
Cooler CPU Cooler Master Hyper 212 ARGB,11100.0,P/N: RR-2V2L-18PA-R1,1,20,13150
Cooler FAN Cooler Master MF120 HALO,4250.0,P/N: MFL-B2DN-18NPA-R1.},1,20,13146
Cooler FAN Cooler Master SickleFlow 120 RGB,2590.0,P/N: MFX-B2DN-18NPC-R1,1,20,13143
PastaTermica Cooler Master RPD Grease High Performance,899.0,P/N: HTK-002-U1,1,20,13142
Auriculares Cooler Master CH-321 RGB,8050.0,P/N: CH-321..,1,7,13134
Pasta Termica Cooler Master MasterGel Pro v2,1599.0,P/N: MGY-ZOSG-N15M-R3,1,20,13133
Alfombra Gamer Cooler Master para Silla Floor Mat FM510,15050.0,P/N: CMI-FM510,1,1,13125
"Monitor LG LCD 49"" 49WL95C Curvo Ultra Wide DUAL QHD",477450.0,SKU: 49WL95C,1,5,13119
"Notebook Gamer MSI Katana GF66 15.6"" Core I5 12500H 16GB (2x8GB) 512GB SSD NVMe RTX 3050TI 144Hz W11",323000.0,SKU: 9S7-158422-287,1,14,13114
"Notebook Gamer MSI Katana GF66 15.6"" Core I7 12700H 16GB (2x8GB) 512GB SSD NVMe RTX 3050TI 144Hz W11",359000.0,SKU: 9S7-158422-286,1,1,13113
"Notebook Gamer MSI Katana GF66 15.6"" Core I7 12700H 16GB (2x8GB) 512GB SSD NVMe RTX 3060 240Hz W11",415500.0,SKU: 9S7-158332-477,1,20,13112
"Notebook Gamer AORUS KD 15.6"" Core I7 11800H 16GB (2x8GB) 512GB SSD NVMe RTX 3060 240Hz W11",455500.0,SKU: KD-72US223SO,1,8,13102
Memoria Kingston DDR5 16GB 5200Mhz Fury Beast Black,31950.0,SKU: KF552C40BB-16,1,20,13099
Memoria Kingston DDR5 16GB 4800Mhz Fury Beast Black,31300.0,SKU: KF548C38BB-16,1,15,13098
Disco Solido SSD M.2 KINGSTON NV1 250GB 2100MB/s NVMe,5870.0,SKU: SNVS/250G,1,20,13089
Fuente PERFORMANCE 550W Solo gabinetes con posición de PSU panel superior,2250.0,OTROS: 1308713087,1,20,13087
"Notebook Gamer ASUS ROG ZEPHYRUS G14 14"" Ryzen 7 5800HS 16GB (2x8GB) 512GB SSD RTX 3050 144Hz W10 ANIME MATRIX",425000.0,SKU: GA401QC-HZ106T,1,1,13085
"Notebook ASUS ZenBook UX425 14"" Core I5 1135G7 8GB 512GB SSD W10 Home",230000.0,SKU: UX425EA-KI419T,1,4,13079
"Notebook ASUS Zenbook UX5401 OLED  14"" Core I5 1135G7 8GB 512GB SSD W10 Home",259420.0,SKU: UX5401EA-L7101T,1,17,13077
Mother ASUS PRIME Z690-A,68550.0,SKU: 90MB18L0-MVAAY0,1,10,13075
Disco Solido SSD Patriot 240GB Burst Elite,4899.0,UPC: 814914027745,1,20,13073
Disco Solido SSD HIKVISION C100 240GB 550MB/s,4960.0,SKU: HS-SSD-C100,1,20,13071
Router TP-Link TL-MR3420 300Mbps 3G/4G,4510.0,SKU: TL-MR3420,1,6,13070
Placa WIFI USB Tp-Link TL-WN725N 150Mbps,1790.0,SKU: TL-WN725N,1,20,13067
Placa de Video XFX Radeon RX 6500 XT Black 4GB GDDR6 Speedster QICK210,57900.0,SKU: RX-65XT4DBDQ,1,20,13062
Mother Asrock B365M BULK,6750.0,SKU: 90-MXBBG0-R1UBYZ,1,20,13058
Disco Solido SSD Patriot 512GB P210 520MB/s 2.5,8700.0,SKU: P210S512G25,1,20,13055
Mother ASUS ROG STRIX Z690-F GAMING WIFI S1700,91500.0,SKU: ROG STRIX Z690-F GAMING WIFI,1,20,13053
Mother ASUS PRIME H610M-E D4 S1700,21850.0,SKU: PRIME H610M-E D4,1,20,13052
Mother ASUS PRIME Z690-P WIFI S1700,59700.0,SKU: PRIME Z690-P WIFI,1,10,13050
Mother ASUS PRIME B660M-A D4,33250.0,SKU: PRIME B660M-A D4,1,20,13048
Auriculares HP HyperX Gaming Cloud Black-Blue PS5-PS4,13090.0,SKU: 4P5H9AA#ABL,1,20,13043
Memoria Patriot Viper DDR4 16GB (2x8GB) 4000Mhz Blackout Cl19,31450.0,SKU: PVB416G400C9K,1,20,13022
Memoria Patriot Viper DDR4 32GB (2x16GB) 3200Mhz Steel,38950.0,SKU: PVS432G320C6K,1,20,13021
