nombre,precioEspecial,codigo_principal,vendible,stock,id_producto
Disco Solido SSD M.2 ADATA 250GB SWORDFISH 1800MB/s NVMe PCI-e x4,6330.0,SKU: ASWORDFISH-250G-C,1,20,10441
Mother Gigabyte H470M DS3H Socket 1200,25700.0,UPC: 889523021941,1,11,10440
Procesador Intel Pentium Gold G6400 4.0GHz Socket 1200,12300.0,SKU: BX80701G6400,1,20,10435
Gabinete Kolink Inspire K3 RGB  M-ATX Vidrio Templado,11699.0,SKU: PGW-CH-KOL-045,1,20,10429
Gabinete Kolink Inspire K5 RGB ATX,11399.0,SKU: PGW-CH-KOL-031,1,20,10427
Teclado Mecanico HP HyperX Alloy Elite 2 RGB Switch Red LA,24500.0,SKU: 4P5N3AI#AC8,1,20,10420
Teclado Mecanico Patriot Viper V765 RGB Kailh White Box,13600.0,SKU: PV765MBWUXMGM,1,8,10404
Conversor Mini Display Port a DVI Nisuta,2150.0,SKU: NSMIDPDVBL,1,1,10384
Teclado Nisuta NSKBG35 35 Teclas Macro RGB,3130.0,SKU: NSKBG35,1,20,10381
Auriculares Nisuta NS-AUG300C PS4 Camuflado Jungle,4600.0,SKU: NSAUG300C,1,1,10379
Adaptador Mini Display Port M a Display Port H Nisuta,1350.0,SKU: NSADMIDPDP,1,5,10368
Cable DVI-D a DVI-D 5m Nisuta,3550.0,SKU: NSCADVID5,1,20,10367
Cable HDMI a Micro HDMI Nisuta 1.5m 1.4v 4K,1600.0,SKU: NSCAMICROHD2,1,2,10362
Cable HDMI a Mini HDMI Nisuta 5m 1.4v 4K,3200.0,SKU: NSCAHDMINI5,1,4,10361
Cable HDMI Nisuta 20m Dorado V2.0 con Filtros 2160P 4K x 2K,11800.0,SKU: NSC-AHDMI20C,1,6,10355
Mother ASUS PRIME H410M-E Socket 1200 10th Gen,15850.0,P/N: 90MB13H0-M0AAY0,1,20,10340
Auriculares Redragon H220 Themis 2,3050.0,SKU: RDH220N,1,20,10331
Gabinete Deepcool MATREXX 55 MESH ADD-RGB 4F,26750.0,EAN: 6933412714149,1,20,10326
Gabinete Deepcool MATREXX 55 V3 ADD-RGB 3 Fans White,27050.0,SKU: DP-ATX-MATREXX55V3-AR-WH-3F,1,20,10325
Gabinete Corsair Crystal 680X RGB TG Smart Black,71050.0,SKU: CC-9011168-WW,1,7,10316
"Monitor LG 32"" 32MN500M-B Full HD IPS FreeSync",102160.0,SKU: 32MN500M-B,1,5,10312
"Monitor Gamer LG 27"" 27GL650F Full HD 144hz",128630.0,SKU: 27GL650F,1,10,10310
Disco Solido SSD M.2 Team 1TB Cardea Zero Z340 3400MB/s NVMe PCI-E,22030.0,SKU: TM8FP9001T0C311,1,20,10296
Procesador Intel Core i5 10400 4.3GHz Turbo 1200 Comet Lake,38250.0,SKU: BX8070110400,1,20,10290
Placa WiFi PCIe TP-Link Archer T5E AC1200 Bluetooth 4.2,5900.0,SKU: ARCHERT5E,1,20,10282
Procesador Intel Core i3 10100 4.3GHz  Turbo 10th Gen Socket 1200,25900.0,SKU: BX8070110100,1,20,10260
Gabinete Thermaltake V200 Tempered Glass Ryzen Edition Sin fuente,14599.0,P/N: CA-3K8-50M1WG-01,1,20,10257
Mouse Logitech G203 Lightsync RGB White,4150.0,SKU: 910-005794,1,20,10255
Auriculares HP HyperX Cloud Core + 7.1 Black,15870.0,SKU: 4P4F2AA,1,20,10254
Auriculares Marvo Scorpion HG8929 Backlit 3.55mm Jack + USB RGB,5370.0,EAN: 6932391919545,1,13,10235
Procesador Intel Core i7 10700 4.8GHz Turbo Socket 1200 Comet Lake,72050.0,SKU: BX8070110700,1,20,10234
Mother ASUS ROG STRIX B550-F GAMING AM4 PCI-E 4.0,54150.0,SKU: ROG STRIX B550-F GAMING,1,20,10225
Placa de Video XFX Radeon RX 570 8GB DDR5 RS XXX Edition,55560.0,SKU: RX-570P8DFD6,1,20,10223
Microfono Logitech Blue Snowball Black,10280.0,SKU: 988-000067,1,20,10216
Auriculares HP HyperX Cloud Stinger S 7.1,11760.0,SKU: 4P4F1AA,1,20,10205
Silla Gamer AK-Racing Gaming Chair OCTANE White,99500.0,UPC: 853845007709,1,5,10190
Silla Gamer AK-Racing Gaming Chair OCTANE Blue,97750.0,UPC: 853845007693,1,2,10189
Silla Gamer AK-Racing Gaming Chair OCTANE Red,91750.0,UPC: 853845007679,1,9,10188
Silla Gamer AK-Racing Gaming Chair ARCTICA White/Black/Red,111850.0,UPC: 853845007839,1,6,10186
Memoria Patriot Viper DDR4 8GB 3200MHz Steel,10400.0,SKU: PVS48G320C6,1,20,10166
Procesador Intel Core i5 10400F 4.3GHz Turbo 1200 Comet Lake,30600.0,SKU: BX8070110400F,1,20,10155
Procesador Intel Core i7 10700K 5.1GHz Turbo 1200 Comet Lake,73350.0,SKU: BX8070110700K,1,20,10150
Placa WiFi USB Tp-Link TL-WN8200ND 300Mbps,3230.0,SKU: TL-WN8200ND,1,20,10149
Access Point Inalambrico TP-Link TL-WA801N 300Mbps 2 antenas,4120.0,SKU: TL-WA801N,1,19,10148
Disco Solido SSD M.2 Team 512GB MP33 1700MB/s NVMe PCI-E Gen3 x4,9680.0,SKU: TM8FP6512G0C101,1,20,10116
Disco Solido SSD M.2 Team 256GB MP33 1600MB/s NVMe PCI-E Gen3 x4,6080.0,SKU: TM8FP6256G0C101,1,9,10115
Disco Solido SSD Team 1TB GX2 530MB/s,13730.0,SKU: T253X2001T0C101,1,20,10112
Disco Solido SSD Team 512GB GX2 530MB/s,9230.0,SKU: T253X2512G0C101,1,20,10111
Disco Solido SSD Team 256GB GX2 530MB/s,4980.0,SKU: T253X2256G0C101,1,20,10110
Disco Solido SSD Team 128GB GX2 530MB/s,3199.0,SKU: T253X2128G0C101,1,20,10109
Memoria GeiL DDR4 16GB (2x8GB) 3200MHz EVO SPEAR Phantom Gaming Edition,18650.0,SKU: GASF416GB3200C16ADC,1,20,10093
Memoria GeiL DDR4 16GB (2x8GB) 3000MHz EVO SPEAR Phantom Gaming Edition,18450.0,SKU: GASF416GB3000C16ADC,1,20,10092
Memoria Crucial DDR4 8GB 2666MHz Basics,8050.0,SKU: CT8G4DFS8266,1,20,10080
Mouse Logitech G203 Lightsync RGB Black,4150.0,SKU: 910-005793,1,20,10078
Gabinete Corsair Crystal 680X RGB TG Smart White,71130.0,SKU: CC-9011169-WW,1,4,10075
Gabinete Corsair Crystal 465X RGB iCue Smart Black Mid Tower,38000.0,UPC: 840006617723,1,20,10074
Gabinete Corsair ICUE 220T RGB Tempered Glass Black,31150.0,SKU: CC-9011190-WW,1,14,10071
Mother Gigabyte GA-A320M-H AM4,13100.0,SKU: UO2-J60116-002,1,20,10022
Mouse Pad HP HyperX Fury Ultra RGB,6580.0,SKU: 4P5R1AA,1,20,10005
Auriculares HyperX Cloud Chat Black Blue PS4 PS5,1740.0,SKU: 4P5J3AA#ABL,1,20,10002
Gabinete Deepcool MACUBE310 White,22650.0,EAN: 6933412713999,1,16,9965
Gabinete Deepcool MACUBE310 Black,22650.0,EAN: 6933412714002,1,14,9963
Gabinete Deepcool MACUBE310P White,26430.0,EAN: 6933412714064,1,16,9962
Gabinete Deepcool MACUBE310P Black,26430.0,EAN: 6933412714071,1,16,9961
Fuente Redragon 500W 80 Plus Bronze GC-PS001,9750.0,SKU: GC-PS001,1,20,9944
Procesador AMD Ryzen 5 1600 AF Zen+ 12nm AM4 Wraith Stealth Cooler,31500.0,SKU: PYD1600BBAFBOX,1,20,9916
Fuente Gamemax 800W 80 Plus Bronze VP-800,15410.0,EAN: 6931858767866,1,1,9910
Placa WiFi USB Tp-Link Archer T9UH AC1900 Dual Band,8700.0,P/N: 0152502230,1,20,9902
Auriculares HyperX Cloud Stinger Core Gaming Black PC,7480.0,SKU: 4P4F4AA,1,20,9897
Mouse Redragon Cobra M711-W White RGB 10.000 DPI,3600.0,SKU: RD-M711W,1,20,9845
Auriculares Redragon H320 Lamia RGB 7.1,7700.0,SKU: H320RGB-1,1,20,9844
Auriculares Logitech G PRO X Gaming 7.1,27010.0,P/N: 981-000817,1,12,9726
"Monitor Gamer LG 34"" UltraGear 34GL750 Ultra Wide Curvo 144Hz 1ms",195550.0,SKU: 34GL750,1,5,9681
Memoria GeiL DDR4 16GB (2x8GB) 3200MHz Super Luce RGB TUF Edition,20350.0,SKU: GLTS416GB3200C16ADC,1,20,9672
Memoria GeiL DDR4 16GB (2x8GB) 3200MHz Super Luce RGB,20700.0,SKU: GALS416GB3200C18ADC,1,18,9669
Memoria GeiL DDR4 16GB (2x8GB) 3600MHz EVO X II RGB,21350.0,SKU: GAEXSY416GB3600C18BDC,1,20,9668
Auriculares Logitech G PRO Gaming PC/PS4/Xbox,20170.0,SKU: 981-000811,1,20,9667
Silla Gamer Vertagear Racing Series SL-1000 Negro Carbon,68350.0,SKU: VG-SL1000_CB,1,17,9642
Silla Gamer Vertagear Racing Series SL-1000 Negro y Rojo,59100.0,SKU: VG-SL1000_RD,1,8,9640
Silla Gamer Vertagear Racing Series SL-1000 Negro y Violeta,62250.0,SKU: VG-SL1000_BP,1,1,9639
Silla Gamer Vertagear Racing Series SL-1000 Negro y Azul,59100.0,SKU: VG-SL1000_BL,1,20,9638
Placa de Video Zotac GeForce GTX 1660 SUPER 6GB GDDR6 Twin Fan,87650.0,SKU: ZT-T16620F-10L,1,20,9621
Silla Gamer HHGears SM-115 Negro Hasta 90kg,29400.0,SKU: SM115_BK,1,19,9619
Silla Gamer HHGears SM-115 Negro y Blanco Hasta 90kg,29400.0,SKU: SM115_BW,1,17,9618
Silla Gamer HHGears SM-115 Negro y Rojo Hasta 90kg,29400.0,SKU: SM115_BR,1,16,9617
Silla Gamer HHGears SM-115 Negro y Verde Hasta 90kg,29530.0,SKU: SM115_BG,1,10,9616
Mouse Logitech G403 Hero Gaming,7790.0,SKU: 910-005631,1,19,9558
Disco Rigido WD 2TB BLUE 256MB SATA 6.0GB/s5,10699.0,,1,20,9557
Memoria GeiL DDR4 16GB 3000MHz Super Luce RGB Black,21100.0,SKU: GALS416GB3000C16ASC,1,20,9542
Memoria GeiL DDR4 16GB 3000MHZ EVO POTENZA Black,17200.0,SKU: GAPB416GB3000C16ASC,1,20,9538
Memoria GeiL DDR4 8GB 3000MHZ EVO POTENZA Black,8950.0,SKU: GAPB48GB3000C16ASC,1,20,9537
Memoria GeiL DDR4 16GB 3000MHz EVO POTENZA RED,15850.0,SKU: GAPR416GB3000C16ASC,1,20,9535
Memoria GeiL DDR4 8GB 3000MHz EVO POTENZA RED,9350.0,SKU: GAPR48GB3000C16ASC,1,10,9534
Memoria GeiL DDR4 16GB (2x8GB) 3200MHz EVO X II RGB Black,20250.0,SKU: GAEXSY416GB3200C16BDC,1,20,9533
Auriculares ASUS ROG DELTA CORE Gaming,41350.0,SKU: ROG DELTA CORE,1,4,9388
"Monitor LG 24"" 24MK600M IPS Full HD Bordes Ultra Finos",58800.0,SKU: 24MK600M,1,4,9328
Mouse HP HyperX Pulsefire Dart Wireless RGB,15250.0,SKU: 4P5Q4AA,1,20,9318
Gabinete Cooler Master COSMOS C700M ARGB E-ATX,133800.0,SKU: MCC-C700M-MG5N-S00,1,1,9316
Disco Sólido SSD Gigabyte 1TB 520MB/s SATA 6GB/s,16190.0,SKU: GP-GSTFS31100TNTD,1,20,9304
Micrófono HP HyperX QuadCast Streaming Condensador USB PC-PS4,27500.0,SKU: 4P5P6AA,1,20,9199
Placa WiFi PCIe Tp-Link Archer T4E AC1200,5300.0,SKU: ARCHER T4E,1,20,9162
Auriculares Logitech G432 Gaming 7.1 USB,14030.0,SKU: 981-000769,1,20,9156
"Monitor Gamer LG 27"" 27UL500-W UHD 4K HDR10 IPS",138650.0,SKU: 27UL500-W,1,8,9090
Memoria Adata DDR4 8GB 2666MHz Premier,7650.0,SKU: AD4U266638G19-S,1,20,8972
Teclado Mecanico Redragon K585 RGB Diti Switch Brown,5310.0,SKU: K585RGB-BR,1,20,8966
Teclado Mecanico Redragon K552 Kumara White RGB Outemu Blue ESP,8510.0,SKU: K552W-RGB-SP,1,20,8965
Mouse Logitech G703 Lightspeed Wireless,13030.0,SKU: 910-005638,1,4,8939
Memoria Team DDR4 8GB 3200MHz T-Force Vulcan Z Red,9900.0,P/N: TLZRD48G3200HC16F01,1,20,8906
Gabinete Aerocool Playa RGB Mid Tower,18050.0,EAN: 4718009158672,1,17,8879
Mother ASUS TUF X570-PLUS GAMING WiFi AM4 PCIe 4.0 Dual M.2,55600.0,SKU: TUF X570-PLUS GAMING WiFi,1,20,8876
Cooler FAN ID-Cooling XF-12025-SD Black,1350.0,SKU: XF-12025-SD,1,20,8845
Cooler FAN ID-Cooling XF-12025-SD White,1350.0,SKU: XF-12025-SD W,1,20,8844
Pasta Termica ID-Cooling ID-TG05,450.0,EAN: 6931393303062,1,20,8843
Mother Asrock X570 Steel Legend AM4 PCIe Gen4,43200.0,SKU: X570 STEEL LEGEND,1,20,8823
Mother Asrock X570 Phantom Gaming 4 AM4 PCIe Gen4,36800.0,SKU: X570 PHANTOM GAM4,1,13,8822
Mother ASUS PRIME X570-P AM4 PCIe Gen4 Dual M.2,38200.0,SKU: PRIME X570-P,1,20,8820
Silla Gamer Marvo Scorpion CH106 Negra y Rojo 150kg,53850.0,SKU: CH106RD,1,1,8799
Procesador AMD RYZEN 5 3600 4.2GHz Turbo AM4 Wraith Stealth Cooler,33350.0,SKU: P100-100000031BOX,1,20,8780
Auriculares Logitech G332 Leatherette,10100.0,SKU: 981-000755,1,20,8767
Mouse ADATA XPG Infarex M20 RGB Ergonomic,4100.0,SKU: INFAREX M20,1,20,8760
Teclado Mech-Brane ASUS RGB TUF GAMING K5 US Aura Sync RGB,8040.0,SKU: RA02 TUF GAMING K5 /US,1,20,8733
Mouse Pad ASUS ROG WHETSTONE 320X270mm,4410.0,SKU: NS01 ROG WHETSTONE,1,20,8721
Mouse ASUS ROG Gladius II Wireless RGB,19220.0,SKU: P702 ROG GLADIUS II WIRELESS,1,3,8716
Silla Gamer Corsair T1 Race Black/Yellow,100950.0,SKU: CF-9010015-WW,1,4,8703
Teclado XPG Infarex K10 RGB Lighting  Mem-chanical,5440.0,SKU: INFAREX K10,1,20,8682
Auriculares XPG EMIX H20 Virtual 7.1 RGB USB,6560.0,SKU: EMIX H20,1,20,8681
Disco Sólido SSD M.2 ADATA 256GB XPG Spectrix S40G RGB 3500MB/s NVMe PCI-E X4,8650.0,SKU: AS40G-256GT-C,1,20,8678
"Monitor LG 20"" 20MK400H-B VGA HDMI",40000.0,SKU: 20MK400H-B,1,20,8669
Remera COMPRA GAMER CG Team Edition - Small,2200.0,P/N: 86648664,1,1,8664
Procesador AMD RYZEN 3 3200G 4.0GHz Turbo + Radeon Vega 8 AM4 Wraith Stealth Cooler,34250.0,SKU: PYD3200C5FHBOX,1,20,8647
Auriculares Logitech G635 LightSync 7.1,23490.0,SKU: 981-000748,1,20,8640
Teclado Redragon K509 Dyaus Español Retroiluminado 7 Colores,3990.0,SKU: K509RGB-SP,1,20,8619
Fuente Deepcool 700W DA700 80 Plus Bronze,14910.0,EAN: 6933412798750,1,20,8616
Fuente Deepcool 600W DA600 80 Plus Bronze,13799.0,P/N: DA600EU,1,20,8615
Fuente Deepcool 500W DA500 80 Plus Bronze,9840.0,P/N: DA500EU,1,20,8614
Mouse Logitech M90 Black,840.0,SKU: 910-004053,1,20,8572
Mother ASUS PRIME H310M-R R2.0 1151 OEM,11500.0,SKU: PRIME H310M-R R2.0,1,20,8562
"Monitor LG 27"" TN 75Hz AMD FreeSync Full HD 27MK400H-B",67180.0,SKU: 27MK400H-B,1,3,8555
"Monitor Gamer Samsung 24"" G50 Curvo 144Hz Full HD",67400.0,P/N: LC24RG50FZLCZB,1,20,8543
Disco Sólido SSD Gigabyte 480GB 550MB/s,9060.0,SKU: GP-GSTFS31480GNTD,1,20,8537
Mouse Pad HP HyperX Fury S Pro Speed Edition L,3430.0,SKU: 4P5Q6AA,1,20,8531
Cooler CPU ID-Cooling FROSTFLOW X 120 1151 & AMD AM4,10200.0,SKU: IDC-FROSTFLOW-X-120,1,20,8477
Memoria Adata DDR4 4GB 2666MHz Value ,4750.0,SKU: AD4U2666W4G19-S,1,20,8468
Procesador Intel Pentium G4560 3.5 LGA 1151 Kaby Lake OEM s/ cooler,15130.0,BLK: 735858329620OEM,1,20,8451
Mouse Redragon Impact M908 RGB 12.400dpi,4300.0,SKU: RD-M908,1,20,8415
Mouse Redragon Invader M719 RGB 10.000dpi,2869.0,SKU: M719-RGB,1,20,8414
Auriculares Logitech G935 LightSync Inalambrico 7.1 RGB,31520.0,SKU: 981-000742,1,20,8385
Mother Asrock B450 Steel Legend AM4 RGB Dual M.2 Dual USB 3.1,29900.0,SKU: 90-MXBA00-A0UAYZ,1,20,8381
Kit Mother B450 Steel Legend RGB + Procesador AMD Ryzen 5 1600 AF Zen+,61400.0,"SKU: 90-MXBA00-A0UAYZ,SKU: PYD1600BBAFBOX",1,20,8329
"Monitor Gamer ViewSonic 24"" VX2458-MHD 144Hz Full HD",67900.0,SKU: VX2458-MHD,1,20,8292
Disco Sólido SSD M.2 Kingston 240GB A400 500MB/s,6750.0,SKU: SA400M8/240G,1,20,8277
Kit Redragon M601WL-BA Mouse M601 Wireless + Mouse Pad P016 ,2490.0,SKU: M601WL-BA.,1,20,8264
Placa WiFi USB Tp-Link TL-WN822N Hi Power 300Mbps,2620.0,SKU: TL-WN822N,1,20,8119
Mouse Pad HP HyperX Fury S Pro Speed Edition M,2510.0,SKU: 4P5Q7AA,1,20,8090
Mouse Pad HP HyperX Fury S Pro Speed Edition XL,5930.0,SKU: 4P5Q8AA,1,20,8089
Cooler Fan ID-Cooling NO-12025-SD 120mm,1250.0,SKU: NO-12025-SD,1,20,8015
Cooler FAN ID-Cooling WF-12025-SD-W White,1250.0,SKU: WF-12025 120MM WHITE,1,20,8014
Volante + Palanca Logitech G29 RACING WHEEL PC | PS4 | PS3,95270.0,"SKU: 941-000119,SKU: 941-000111",1,18,8003
Disco Sólido SSD M.2 ADATA 256GB XPG S11 Pro 3D5 NAND 3500MB/s NVME PCI-E X4,8050.0,SKU: AGAMMIXS11P-256GT-C,1,20,7991
Volante Logitech G29 RACING WHEEL PC | PS4 | PS3,82500.0,SKU: 941-000111,1,20,7987
Teclado HP HyperX Alloy CORE RGB LA,7900.0,SKU: 4P4F5AI#AC8,1,20,7921
Mouse HP HyperX Pulsefire CORE RGB,3900.0,SKU: 4P4F8AA,1,20,7920
Disco Sólido SSD WD 480GB GREEN 545MB/s SATA,8680.0,SKU: WDS480G2G0A,1,20,7917
Auriculares Redragon H120 Ares PC,3360.0,SKU: RD-H120-2,1,20,7913
Disco Sólido SSD Kingston 960GB A400 500MB/s,16220.0,SKU: SA400S37/960G,1,20,7894
Pasta Termica Cooler Master MasterGel Maker Nano 1.5ml,2910.0,SKU: MGZ-NDSG-N15M-R2,1,20,7800
Mouse Redragon Griffin M607 RGB Black,2899.0,SKU: RD-M607,1,20,7793
Mouse Logitech G305 Lightspeed Wireless Black,7290.0,SKU: 910-005281,1,20,7738
Auriculares Redragon Scylla H901 PC | PS4 | Switch | XBOX,3790.0,SKU: RD-H901,1,20,7370
Teclado Mecanico Redragon Kumara K552 RGB Español Switch Outemu Red,8400.0,SKU: K552RGB-1R-SP,1,20,7353
Teclado Redragon Mitra K551 Mechanical Retroiluminado RGB Español ,8010.0,SKU: K551RGB-1-SP,1,20,7351
Teclado Redragon K550 YAMA Black Mechanical Retroiluminado RGB Español,10940.0,SKU: K550-1-SP,1,2,7348
Mouse Pad Redragon Kunlun Large P006 XL 880x420mm,3770.0,SKU: RD-P006,1,20,7344
Mouse Redragon Mirage M690 2.5GHz Wireless,2640.0,SKU: RD-M690,1,20,7341
Mouse Redragon Cobra M711 FPS RGB 24.000 dpi,4650.0,SKU: M711-FPS,1,20,7336
"Mouse Redragon M710 Memealion Chroma RGB 10,000dpi",2950.0,SKU: RD-M710,1,20,7331
WebCam Logitech C922 USB  Full Hd Pro Stream c/Trip,17280.0,SKU: 960-001087,1,20,7056
Mother MSI H310M PRO-VDH,10650.0,UPC: 824142159538,1,7,6966
Parlantes Logitech S150 Black USB,3090.0,SKU: 980-001004,1,20,6914
Parlantes Genius GX Gaming SW-G2.1 2000 II,23899.0,SKU: SW-G2.1 2000 II,1,20,6891
Kit Mother Asus A320M-K PRIME + Procesador AMD Ryzen 5 1600 AF Zen+ ,52300.0,"SKU: PRIME A320M-K,SKU: PYD1600BBAFBOX,SKU: MD8GD4320016XRGB",1,20,6802
Kit Mother Asus A320M-K PRIME + Procesador AMD Ryzen 5 1600 AF Zen+ ,42400.0,"SKU: PRIME A320M-K,SKU: PYD1600BBAFBOX",1,20,6800
Disco Sólido SSD Adata 120GB SU650SS 520MB/,3520.0,SKU: ASU650SS-120GT-R,1,20,6765
Disco Sólido SSD PNY 240GB CS900 Sata 3 2.5,4960.0,UPC: 751492597867,1,20,6689
Disco Sólido SSD Kingston 240GB A400 500MB/s,5490.0,SKU: SA400S37/240G,1,20,6491
Monitor LG LED 19'' 19M38A-B VGA,35820.0,SKU: 19M38A-B VGA,1,20,6483
Mouse Logitech G903 Lightspeed Wireless Gaming 16.000dpi,16220.0,SKU: 910-005671,1,20,6332
ARMADO ITEM 6302 GTX 1050 Ti ATHLON 950 8GB ,400.0,,1,20,6303
Teclado Mecanico Logitech G413 Carbon Mecánico US,15270.0,SKU: 920-008300,1,16,6275
Auriculares Logitech H151 PC STEREO,3200.0,UPC: 097855112866,1,20,6252
Mother Asrock A320M-HDV R4.0 Ryzen M-ATX,10500.0,SKU: A320M-HDV R4.0,1,20,6165
ARMADO DE BRIX/NOTEBOOK Y AFINES,650.0,,1,20,5992
Kit Mother Asus A320M-K PRIME + Procesador AMD Ryzen 5 1600 AF Zen+ + 2 x ,62200.0,"SKU: PRIME A320M-K,SKU: PYD1600BBAFBOX,SKU: MD8GD4320016XRGB,SKU: MD8GD4320016XRGB",1,20,5957
Mother ASUS PRIME A320M-K Ryzen 2da Gen Ready M-ATX,10900.0,SKU: PRIME A320M-K,1,20,5935
ARMADO DE PC FM2+ A8 A10 ,400.0,,1,20,5787
Placa WiFi PCIe Tp-Link TL-WN881ND 300Mbps,2820.0,SKU: TL-WN881ND V1,1,20,5673
Disco Sólido SSD WD 240GB GREEN 545MB/s,5570.0,SKU: WDS240G2G0A,1,20,5427
Mouse Pad Cougar Arena Black XL 800x300mm,3490.0,P/N: 3PAREHBBRB5.0001,1,13,5328
Monitor Samsung 24'' Curvo F390,52620.0,SKU: LC24F390FHLXZB,1,20,5305
ARMADO DE PC PROMO GTX 1060 ,850.0,,1,20,5297
Auriculares Logitech H111 Single Jack,2210.0,SKU: 981-000612,1,20,5261
ARMADO EXPRESS DE PC ,550.0,,1,20,5240
Mouse Pad Logitech G640 Gaming,4720.0,SKU: 943-000077,1,20,5227
Teclado + Mouse Logitech Wireless MK235,3130.0,SKU: 920-007901,1,20,5189
Armado DE PC item 5104 ,550.0,,1,20,5105
ARMADO DE PC ASUS ,850.0,,1,20,5091
Auriculares HP HyperX Cloud II Red PC | PS4 | Switch | XBOX,19100.0,SKU: 4P5M0AA,1,20,5051
Mouse Pad Logitech G440 Gaming ,1750.0,SKU: 943-000098,1,20,4986
Combo Teclado + Mouse Logitech MK220 Wireless,3700.0,SKU: 920-004430,1,20,4851
Parlantes Logitech Z120 Stereo 3.5 USB,3120.0,SKU: 980-000573,1,20,4382
Mouse Pad Logitech G240 Gaming ,1400.0,SKU: 943-000093,1,20,4359
Combo Teclado + Mouse Logitech MK270 Wireless,4150.0,SKU: 920-004432,1,20,4167
Adaptador Ethernet PCIe Tp-Link TG-3468 1000Mbps,1980.0,SKU: TG-3468,1,20,3903
Placa WiFi PCIe Tp-Link TL-WN781ND 150Mbps,1980.0,SKU: TL-WN781ND,1,20,3764
Disco Rígido Seagate 1TB Barracuda 64MB SATA 6GB/s,8599.0,P/N: ST1000DM010,1,20,3749
Placa WIFI USB Tp-Link TL-WN821N 300Mbps,1860.0,SKU: TL-WN821N,1,20,3736
Estabilizador Desktop TCA-2000N LYONN AVR,4750.0,EAN: 7798126660026,1,20,3278
Disco Rígido WD 1TB BLUE 64MB SATA 6.0GB/s ,8699.0,SKU: WD10EZEX-60WN4A1,1,20,2723
Parlantes Genius GX Gaming SW-G2.1 1250 II,18530.0,SKU: SW-G2.1 1250 II,1,20,2692
Service Instalación de armado de PC o cambio de gabinete ,1000.0,,1,20,2113
Disco Rígido WD 2TB BLACK 64MB SATA 6.0GB/s ,21060.0,SKU: WD2003FZEX,1,20,2064
Mouse Logitech M100 Negro USB,930.0,SKU: 910-001601,1,20,1912
